,Applicant,Applicant country,Region,Category,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
1594,Suzhou Innovative Biomaterials & Pharmaceutics Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1595,"Suzhou Institute Of Nanotechnology And Nanobionics, Chinese Academy Of Sciences",China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
1596,Suzhou Institute Of Systems Medicine,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1597,Suzhou Jiayu Biological Medicine Co Ltd,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1598,Suzhou Jiena Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2018.0,2018.0,Transient,1.0,1.0
1599,Suzhou Junmeng Biosciences Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,2.0
1600,Suzhou Kanova Biopharmaceutical Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
1601,Suzhou Kerui Maide Biomedical Tech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1602,Suzhou Lihao Biotechnology Co Ltd,China,Asia,Commercial,2.0,11.0,0.06025911419102139,5.5,,,2017.0,2018.0,Terminator,2.0,1.0
1603,Suzhou Maoxing Biotechnology Co Ltd,China,Asia,Commercial,1.0,5.0,0.030129557095510694,5.0,,,2018.0,2018.0,Transient,1.0,1.0
1604,Suzhou Nanomab Tech Ltd.,China,Asia,Commercial,1.0,11.0,0.030129557095510694,11.0,,,2017.0,2017.0,Transient,1.0,1.0
1605,Suzhou Neologics Bioscience Co Ltd,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2021.0,Terminator,2.0,1.0
1606,Suzhou Shengdiya Biological Medicine Co. Ltd.,China,Asia,Commercial,15.0,26.0,0.4519433564326604,1.7333333333333334,0.0020181634712411706,0.0,2018.0,2021.0,Terminator,4.0,3.75
1607,Suzhou Suncadia Biopharmaceuticals Co. Ltd.,China,Asia,Commercial,12.0,10.0,0.3615546851461284,0.8333333333333334,0.0020181634712411706,0.0,2016.0,2021.0,Terminator,6.0,2.0
1608,Suzhou Synbio Tech Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,4.0,0.030129557095510694,4.0,,,2018.0,2018.0,Transient,1.0,1.0
1609,Suzhou Transcenta Therapeutics Co Ltd,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1610,Suzhou Zejing Biopharmaceutical Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2020.0,Transient,1.0,2.0
1611,Svetlana Honold Thaller,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.005045408678102927,0.0,2019.0,2019.0,Transient,1.0,1.0
1612,Swansen Sven,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1613,Symphogen As,Denmark,Europe,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2016.0,2021.0,Terminator,6.0,0.3333333333333333
1614,Syndax Pharmaceuticals Inc.,United States,North America,Commercial,3.0,2.0,0.0903886712865321,0.6666666666666666,0.0010090817356205853,0.0,2016.0,2021.0,Terminator,6.0,0.5
1615,Synergene Therapeutics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
1616,Synermore Biomedical Suzhou Co. Ltd.,China,Asia,Commercial,1.0,3.0,0.030129557095510694,3.0,,,2018.0,2018.0,Transient,1.0,1.0
1617,Synlogic Operating Co Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1618,Synta Pharmaceuticals Corp.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2016.0,2016.0,Transient,1.0,1.0
1619,Syntekabio Inc.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1620,Synthorx Inc.,United States,North America,Commercial,5.0,1.0,0.15064778547755348,0.2,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,2.5
1621,Sysmex Corp.,Japan,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0030272452068617556,0.0,2020.0,2020.0,Transient,1.0,1.0
1622,Systimmune Inc.,United States,North America,Commercial,2.0,3.0,0.06025911419102139,1.5,0.0020181634712411706,0.0,2018.0,2018.0,Transient,1.0,2.0
1623,Syz Cell Therapy Co.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2016.0,2016.0,Transient,1.0,1.0
1624,Taiho Pharmaceutical Co. Ltd.,Japan,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2017.0,2020.0,Terminator,4.0,0.5
1625,Taiwan Health Research Institute,Taiwan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1626,Taizhou Baiying Biological Technology Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2021.0,2021.0,Transient,1.0,1.0
1627,Taizhou Mabtech Pharmaceutical Co Ltd,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2017.0,2021.0,Terminator,5.0,0.4
1628,Taizhou Maibo Taike Pharmaceutical Co Ltd,China,Asia,Commercial,2.0,39.0,0.06025911419102139,19.5,,,2016.0,2017.0,Terminator,2.0,1.0
1629,Takeda Pharmaceuticals Co.,Japan,Asia,Commercial,4.0,0.0,0.12051822838204278,0.0,,,2020.0,2023.0,Continuant,4.0,1.0
1630,Takis S.R.L.,Italy,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1631,Targan Stephan R,,,Individual,1.0,33.0,0.030129557095510694,33.0,0.005045408678102927,0.0,2006.0,2006.0,Transient,1.0,1.0
1632,Targovax Oy,Finland,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1633,Tasrif Pharmaceutical Llc,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2021.0,2021.0,Transient,1.0,2.0
1634,Tatirovsky Evgeny,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.018163471241170535,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1635,Tayu Huaxia Biotech Medical Group Co. Ltd.,China,Asia,Commercial,7.0,7.0,0.21090689966857487,1.0,,,2018.0,2020.0,Terminator,3.0,2.3333333333333335
1636,Tcr2 Therapeutics Inc.,United States,North America,Commercial,3.0,2.0,0.0903886712865321,0.6666666666666666,,,2021.0,2023.0,Continuant,3.0,1.0
1637,Tcrcure Biopharma Corp.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2019.0,2020.0,Terminator,2.0,1.0
1638,Technical University Of Munich,Germany,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2021.0,2021.0,Transient,1.0,1.0
1639,Teclison Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1640,Telethon Kids Institute,Australia,Europe,Academic,2.0,20.0,0.06025911419102139,10.0,0.0010090817356205853,0.0,2015.0,2021.0,Terminator,7.0,0.2857142857142857
1641,Tempus Labs Inc,United States,North America,Commercial,1.0,3.0,0.030129557095510694,3.0,,,2021.0,2021.0,Transient,1.0,1.0
1642,Teon Therapeutics Inc.,United States,North America,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2021.0,2021.0,Transient,1.0,1.0
1643,Terumo Corp.,Japan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1644,Tesaro Inc.,United States,North America,Commercial,6.0,0.0,0.1807773425730642,0.0,0.0020181634712411706,0.0008296894270658147,2017.0,2023.0,Continuant,7.0,0.8571428571428571
1645,Tessa Therapeutics Ltd.,Singapore,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
1646,Teva Pharma,Israel,Asia,Commercial,3.0,10.0,0.0903886712865321,3.3333333333333335,0.0010090817356205853,0.0,2011.0,2022.0,Terminator,12.0,0.25
1647,Teva Pharmaceuticals Australia Pty Ltd,Australia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1648,Teva Pharmaceuticals International Gmbh,Germany,Europe,Commercial,2.0,10.0,0.06025911419102139,5.0,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,1.0
1649,Texas A&M University System,United States,North America,Academic,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
1650,Texas Heart Institute,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1651,Tg Therapeutics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2017.0,2017.0,Transient,1.0,1.0
1652,Thaller Arno,,,Individual,2.0,0.0,0.06025911419102139,0.0,,,2019.0,2020.0,Terminator,2.0,1.0
1653,The American Oncologic Hospital (Doing Business As Hospital Of The Fox Chase Cancer Center),United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2016.0,2016.0,Transient,1.0,1.0
1654,The Board Of Regents Of The University Of Texas System,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1655,The Fifth Medical Center Of Chinese Pla General Hospital,China,Asia,Academic,1.0,5.0,0.030129557095510694,5.0,,,2019.0,2019.0,Transient,1.0,1.0
1656,The First Affiliated Hospital Of Guangzhou University Of Chinese Medicine,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1657,The First Affiliated Hospital Of Jinan University - Guangzhou Overseas Chinese Hospital,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1658,The First Affiliated Hospital Of Nanchang University,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,,,2021.0,2021.0,Transient,1.0,1.0
1659,The First Affiliated Hospital Of Naval Medical University Of Chinese People'S Liberation Army,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1660,The First Hospital Of Jilin University,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1661,The First People'S Hospital Of Lianyungang,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,2.0
1662,The Flinders University Of South Australia,Australia,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
1663,The Regents Of The University Of California,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1664,The Royal Institution For The Advancement Of Learning/Mcgill University,Canada,North America,Academic,2.0,0.0,0.06025911419102139,0.0,0.0030272452068617556,4.077097921699335e-06,2021.0,2022.0,Terminator,2.0,1.0
1665,The Second Affiliated Hospital Of Chongqing Medical University,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1666,The Second Affiliated Hospital Of Guangzhou Medical University,China,Asia,Academic,3.0,2.0,0.0903886712865321,0.6666666666666666,,,2019.0,2022.0,Terminator,4.0,0.75
1667,The Second Affiliated Hospital Of Xinjiang Medical University,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1668,"The Second Affiliated Hospital, Army Medical University Of Pla",China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1669,The Sixth Affiliated Hospital Sun Yat Sen University,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1670,The Third Affiliated Hospital Naval Medical University Of Pla,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1671,The Third Xiangya Hospital Of Central South University,China,Asia,Academic,3.0,0.0,0.0903886712865321,0.0,,,2023.0,2023.0,Newcomer,1.0,3.0
1672,The Trustees Of Columbia University In The City Of New York,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1673,The University Of Vermont And State Agricultural College,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1674,The Us Government Represented By The Department Of Veterans Affairs,United States,North America,Governmental,6.0,13.0,0.1807773425730642,2.1666666666666665,0.004036326942482341,0.04834418860654986,2013.0,2022.0,Terminator,10.0,0.6
1675,The Wistar Institute Of Anatomy And Biology,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1676,Theramab Gmbh,Germany,Europe,Commercial,,,,,,,,,Theramab Gmbh,,
1677,Theranotics Co. Ltd.,South Korea,Asia,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2022.0,2022.0,Transient,1.0,3.0
1678,Theravalues Corp.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2015.0,2015.0,Transient,1.0,1.0
1679,Tianjin International Joint Academy Of Biomedicine,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1680,Tianjin Lipogen Technology Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2022.0,Transient,1.0,2.0
1681,Tianjin Medical University Cancer Institute And Hospital,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,0.0020181634712411706,1.2231293765098004e-05,2021.0,2023.0,Continuant,3.0,0.6666666666666666
1682,Tianjin Medical University General Hospital,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2023.0,2023.0,Newcomer,1.0,2.0
1683,Tianjin Sinobiotech Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2021.0,2021.0,Transient,1.0,1.0
1684,Tianjin Xebo Synbiotic Biotechnology Co Ltd,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1685,Tianjin Yaochen Industrial Development Co. Ltd.,China,Asia,Commercial,3.0,1.0,0.0903886712865321,0.3333333333333333,,,2017.0,2017.0,Transient,1.0,3.0
1686,Tikcro Tech Ltd.,Israel,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
1687,Tilleman Hadas Galon,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.018163471241170535,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1688,Tillotts Pharma Ag,Switzerland,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1689,Tilt Biotherapeutics Oy,Finland,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1690,Tiziana Life Sciences Plc,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1691,Tizona Therapeutics Inc,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2023.0,Continuant,4.0,0.5
1692,Toagosei Co Ltd,Japan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1693,Tohoku Techno Arch Co. Ltd.,Japan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1694,Tokyo Metropolitan Geriatric Hospital And Institute Of Gerontology,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2019.0,2019.0,Transient,1.0,1.0
1695,Tokyo Metropolitan Hospital Organization,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1696,Tonghua Jimaa Medicine Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1697,Toporik Amir,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.018163471241170535,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1698,Toragen Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1699,Toray Industries,Japan,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2018.0,2021.0,Terminator,4.0,0.5
1700,Torque Therapeutics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1701,Tracon Pharmaceuticals Inc.,United States,North America,Commercial,1.0,2.0,0.030129557095510694,2.0,,,2018.0,2018.0,Transient,1.0,1.0
1702,Tragara Pharmaceuticals Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1703,Trans Chromosomics Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
1704,Transgene Sa,France,Europe,Commercial,6.0,1.0,0.1807773425730642,0.16666666666666666,0.004036326942482341,0.0016573403051707797,2015.0,2023.0,Continuant,9.0,0.6666666666666666
1705,Translational Genomics Research Institute,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2015.0,2015.0,Transient,1.0,1.0
1706,Trillium Therapeutics Inc.,Canada,North America,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2018.0,2018.0,Transient,1.0,1.0
1707,Trisalus Life Sciences Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1708,Trishula Therapeutics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1709,Tristan Wolfram Thaller,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.005045408678102927,0.0,2019.0,2019.0,Transient,1.0,1.0
1710,Triumvira Immunologics Usa Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1711,Tron Translationale Onkologie An Der Universität Der Johannes Gutenberg Universität Mainz Gemeinnützige Gmbh,Germany,Europe,Academic,2.0,1.0,0.06025911419102139,0.5,0.0020181634712411706,0.0008296894270658147,2019.0,2022.0,Terminator,4.0,0.5
1712,Truhneh Alemseged,,,Individual,1.0,47.0,0.030129557095510694,47.0,0.004036326942482341,0.0,2008.0,2008.0,Transient,1.0,1.0
1713,Tufts College,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1714,Tukey David,,,Individual,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1715,Tumor Hospital In Jiangsu Province,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1716,Tumor Prevention And Treatment Center Of Zhongshan University Subsidiary Tumor Hospital Of Zhongshan University,China,Asia,Academic,1.0,2.0,0.030129557095510694,2.0,,,2022.0,2022.0,Transient,1.0,1.0
1717,Turnstone Lp,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1718,Tvardi Therapeutics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1719,Tyrnovo Ltd.,Bulgaria,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1720,Uab Research Foundation,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,1.0
1721,Ucb Pharma Sa,Belgium,Europe,Commercial,1.0,2.0,0.030129557095510694,2.0,,,2016.0,2016.0,Transient,1.0,1.0
1722,Ucellpharma,Russia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1723,Uif University Industry Foundation Yonsei University,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1724,Ulsan University Industry-Academic Cooperation Foundation,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2020.0,2020.0,Transient,1.0,1.0
1725,Ultimovacs As,Norway,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1726,Umc Utrecht Holding Bv,Netherlands,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1727,University Board Of Trustees Of Leland Stanford Junior,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
1728,University Côte D'Azur,France,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2021.0,2021.0,Transient,1.0,1.0
1729,University Health Network,Canada,North America,Academic,6.0,12.0,0.1807773425730642,2.0,,,2016.0,2021.0,Terminator,6.0,1.0
1730,University Of Aarhus,Denmark,Europe,Academic,1.0,1.0,0.030129557095510694,1.0,0.0030272452068617556,0.0,2019.0,2019.0,Transient,1.0,1.0
1731,University Of Aix-Marseille,France,Europe,Academic,4.0,75.0,0.12051822838204278,18.75,0.007063572149344097,9.852986644106725e-06,2008.0,2019.0,Terminator,12.0,0.3333333333333333
1732,University Of Ajou Industry-Academic Cooperation Foundation,South Korea,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,,,2020.0,2020.0,Transient,1.0,1.0
1733,University Of Arizona State,United States,North America,Academic,1.0,1.0,0.030129557095510694,1.0,,,2019.0,2019.0,Transient,1.0,1.0
1734,University Of Australia,Australia,Europe,Academic,1.0,1.0,0.030129557095510694,1.0,,,2022.0,2022.0,Transient,1.0,1.0
1735,University Of Basel,Switzerland,Europe,Academic,8.0,5.0,0.24103645676408555,0.625,0.0030272452068617556,4.8925175060392015e-05,2017.0,2022.0,Terminator,6.0,1.3333333333333333
1736,University Of Beijing,China,Asia,Academic,2.0,1.0,0.06025911419102139,0.5,,,2022.0,2022.0,Transient,1.0,2.0
1737,University Of Beijing Chemistry Technology,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1738,"University Of Beijing Friendship Hospital, Capital Medical",China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2023.0,Continuant,2.0,1.0
1739,University Of British Columbia,Canada,North America,Academic,2.0,0.0,0.06025911419102139,0.0,0.004036326942482341,0.0,1998.0,1998.0,Transient,1.0,2.0
1740,University Of California,United States,North America,Academic,35.0,194.0,1.0545344983428744,5.542857142857143,0.015136226034308779,0.06650052492635741,2014.0,2023.0,Continuant,10.0,3.5
1741,University Of Canberra,Australia,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1742,University Of Case Western Reserve,United States,North America,Academic,1.0,3.0,0.030129557095510694,3.0,,,2019.0,2019.0,Transient,1.0,1.0
1743,University Of Chengdu Traditional Chinese Medicine,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1744,University Of Chicago,United States,North America,Academic,4.0,62.0,0.12051822838204278,15.5,,,2013.0,2023.0,Continuant,11.0,0.36363636363636365
1745,University Of China Pharma,China,Asia,Academic,21.0,32.0,0.6327206990057246,1.5238095238095237,0.0020181634712411706,8.15419584339867e-06,2018.0,2023.0,Continuant,6.0,3.5
1746,University Of Colorado Regents,United States,North America,Academic,2.0,8.0,0.06025911419102139,4.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,2.0
1747,University Of Connecticut Health Center,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2003.0,2003.0,Transient,1.0,1.0
1748,University Of Cornell,United States,North America,Academic,3.0,0.0,0.0903886712865321,0.0,0.004036326942482341,0.0,2019.0,2022.0,Terminator,4.0,0.75
1749,University Of Cyprus,Cyprus,Europe,Academic,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2021.0,2022.0,Terminator,2.0,1.0
1750,University Of Dali,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,,,2019.0,2019.0,Transient,1.0,1.0
1751,University Of Dalian Technology,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2023.0,Continuant,2.0,1.0
1752,University Of Dankook Cheonan Campus Industry-Academic Cooperation Foundation,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
1753,University Of Dong A Research Foundation For Industry-Academic Cooperation,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
1754,University Of East Carolina,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1755,University Of East China Science & Technology,China,Asia,Academic,4.0,29.0,0.12051822838204278,7.25,0.0010090817356205853,0.0,2017.0,2020.0,Terminator,4.0,1.0
1756,University Of Florida,United States,North America,Academic,8.0,1.0,0.24103645676408555,0.125,,,2016.0,2023.0,Continuant,8.0,1.0
1757,University Of Franche-Comte,France,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2020.0,2020.0,Transient,1.0,1.0
1758,University Of Freiburg Albert Ludwigs,Germany,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1759,University Of Fuzhou,China,Asia,Academic,4.0,3.0,0.12051822838204278,0.75,0.0010090817356205853,0.0,2019.0,2022.0,Terminator,4.0,1.0
1760,University Of Georgetown,United States,North America,Academic,3.0,0.0,0.0903886712865321,0.0,0.0010090817356205853,0.0,2019.0,2022.0,Terminator,4.0,0.75
1761,University Of Ghent,Belgium,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1762,University Of Gifu,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2019.0,2019.0,Transient,1.0,1.0
