,Inventor,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
8726,Zaretsky Jesse,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
8727,Zarour Hassane Mohamed,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,0.0,2021.0,2022.0,Terminator,2.0,1.0
8728,Zauderer Maurice,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2014.0,2014.0,Transient,1.0,1.0
8729,Zaynagetdinov Rinat,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,0.00030212667490383903,2021.0,2022.0,Terminator,2.0,1.0
8730,Zeiser Robert,2.0,0.0,0.06027727546714888,0.0,0.00022024006166721728,0.0,2020.0,2023.0,Continuant,4.0,0.5
8731,Zekeridou Anastasia,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
8732,Zelenay Santiago P,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
8733,Zemek Rachael,2.0,1.0,0.06027727546714888,0.5,0.0006607201850016519,7.27665401984198e-08,2019.0,2021.0,Terminator,3.0,0.6666666666666666
8734,Zender Lars,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
8735,Zeng Chengwu,2.0,4.0,0.06027727546714888,2.0,0.0009910802775024777,4.8511026798946535e-08,2020.0,2020.0,Transient,1.0,2.0
8736,Zeng Dadi,2.0,0.0,0.06027727546714888,0.0,0.0007708402158352604,4.860704636487683e-06,2022.0,2022.0,Transient,1.0,2.0
8737,Zeng Dongqiang,2.0,11.0,0.06027727546714888,5.5,0.00011012003083360864,0.0,2020.0,2021.0,Terminator,2.0,1.0
8738,Zeng Fanchu,2.0,3.0,0.06027727546714888,1.5,0.0005506001541680432,1.455330803968396e-07,2019.0,2021.0,Terminator,3.0,0.6666666666666666
8739,Zeng Jiahan,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8740,Zeng Jun,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
8741,Zeng Junwei,6.0,7.0,0.18083182640144665,1.1666666666666667,0.0023125206475057814,0.0010135645511869485,2019.0,2022.0,Terminator,4.0,1.5
8742,Zeng Mengnan,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
8743,Zeng Mengsu,1.0,1.0,0.03013863773357444,1.0,0.0009910802775024777,0.0,2021.0,2021.0,Transient,1.0,1.0
8744,Zeng Renzhi,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8745,Zeng Wenfeng,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
8746,Zeng Wuyi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
8747,Zeng Xinying,1.0,3.0,0.03013863773357444,3.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
8748,Zeng Xun,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
8749,Zeng Yongyi,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8750,Zeng Yue,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,2.1552756192103143e-05,2020.0,2020.0,Transient,1.0,2.0
8751,Zerba Kim,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2020.0,2020.0,Transient,1.0,1.0
8752,Zettl Markus,1.0,0.0,0.03013863773357444,0.0,0.0015416804316705209,0.0,2017.0,2017.0,Transient,1.0,1.0
8753,Zewolinska Anna Katarzyna,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
8754,Zha Changchun,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
8755,Zha Jiping,2.0,0.0,0.06027727546714888,0.0,0.00022024006166721728,0.0,2015.0,2015.0,Transient,1.0,2.0
8756,Zhai Beibei,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
8757,Zhai Tao,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
8758,Zhai Tianhang,5.0,7.0,0.1506931886678722,1.4,0.001872040524171347,0.00033526595397234546,2019.0,2022.0,Terminator,4.0,1.25
8759,Zhai Tingting,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
8760,Zhai Wenjie,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,1.0
8761,Zhan Chunguang,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2019.0,2019.0,Transient,1.0,1.0
8762,Zhan Jinbiao,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,2.0
8763,Zhan Meiqi,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
8764,Zhan Xiaolan,2.0,0.0,0.06027727546714888,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,2.0
8765,Zhan Xiaole,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,2.0
8766,Zhan Yingxuan,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
8767,Zhan Zetao,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
8768,Zhang Aijun,3.0,0.0,0.09041591320072333,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,3.0
8769,Zhang Anli,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8770,Zhang Baoli,1.0,3.0,0.03013863773357444,3.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
8771,Zhang Baoxian,1.0,11.0,0.03013863773357444,11.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
8772,Zhang Baoyuan,2.0,0.0,0.06027727546714888,0.0,0.00022024006166721728,0.0,2022.0,2023.0,Continuant,2.0,1.0
8773,Zhang Bei,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2022.0,2022.0,Transient,1.0,1.0
8774,Zhang Biao,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8775,Zhang Bin,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
8776,Zhang Bochao,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
8777,Zhang Boyan,1.0,20.0,0.03013863773357444,20.0,0.0005506001541680432,0.0,2017.0,2017.0,Transient,1.0,1.0
8778,Zhang Chan,5.0,4.0,0.1506931886678722,0.8,0.0025327607091729988,0.0011811746329217037,2019.0,2022.0,Terminator,4.0,1.25
8779,Zhang Cheng,2.0,13.0,0.06027727546714888,6.5,0.0005506001541680432,0.0013622064722843734,2017.0,2021.0,Terminator,5.0,0.4
8780,Zhang Chengfeng,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2018.0,2018.0,Transient,1.0,1.0
8781,Zhang Chenggui,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
8782,Zhang Chenghai,3.0,38.0,0.09041591320072333,12.666666666666666,0.0013214403700033037,4.322814229799476e-05,2014.0,2018.0,Terminator,5.0,0.6
8783,Zhang Chengli,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
8784,Zhang Chenliang,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8785,Zhang Chenlu,1.0,4.0,0.03013863773357444,4.0,0.0008809602466688691,0.0,2020.0,2020.0,Transient,1.0,1.0
8786,Zhang Chi,7.0,0.0,0.21097046413502107,0.0,0.0030833608633410417,0.007209279914084685,2019.0,2022.0,Terminator,4.0,1.75
8787,Zhang Chuanpeng,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8788,Zhang Chunliu,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
8789,Zhang Chunming,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8790,Zhang Chunxia,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8791,Zhang Chunyan,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
8792,Zhang Chunyi,1.0,2.0,0.03013863773357444,2.0,0.0006607201850016519,0.0,2017.0,2017.0,Transient,1.0,1.0
8793,Zhang Cunchao,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2020.0,2020.0,Transient,1.0,1.0
8794,Zhang Dailiang,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
8795,Zhang Daoyu,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8796,Zhang Dapeng,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2021.0,2021.0,Transient,1.0,1.0
8797,Zhang Dehui,1.0,38.0,0.03013863773357444,38.0,0.00033036009250082593,0.0,2016.0,2016.0,Transient,1.0,1.0
8798,Zhang Deyu,1.0,1.0,0.03013863773357444,1.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
8799,Zhang Dong,2.0,0.0,0.06027727546714888,0.0,0.0009910802775024777,0.0001511603595055174,2020.0,2021.0,Terminator,2.0,1.0
8800,Zhang Donghui,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8801,Zhang Dongxu,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8802,Zhang Faming,4.0,7.0,0.12055455093429776,1.75,0.0007708402158352604,0.0001511603595055174,2016.0,2021.0,Terminator,6.0,0.6666666666666666
8803,Zhang Fan,2.0,0.0,0.06027727546714888,0.0,0.0013214403700033037,1.4553308039683961e-06,2020.0,2021.0,Terminator,2.0,1.0
8804,Zhang Fangliang,1.0,18.0,0.03013863773357444,18.0,0.0006607201850016519,0.0,2016.0,2016.0,Transient,1.0,1.0
8805,Zhang Feng,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
8806,Zhang Fengxue,1.0,11.0,0.03013863773357444,11.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
8807,Zhang Fuyao,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
8808,Zhang Ganghua,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8809,Zhang Ge,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8810,Zhang Gloria Guohong,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8811,Zhang Guibin,3.0,14.0,0.09041591320072333,4.666666666666667,0.0008809602466688691,3.63832700992099e-08,2016.0,2016.0,Transient,1.0,3.0
8812,Zhang Guimin,3.0,4.0,0.09041591320072333,1.3333333333333333,0.0013214403700033037,3.77779621196796e-05,2018.0,2020.0,Terminator,3.0,1.0
8813,Zhang Guofang,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8814,Zhang Guojun,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8815,Zhang Hailin,2.0,4.0,0.06027727546714888,2.0,0.0006607201850016519,4.365992411905188e-07,2019.0,2021.0,Terminator,3.0,0.6666666666666666
8816,Zhang Hankun,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2020.0,2020.0,Transient,1.0,1.0
8817,Zhang Hao,3.0,9.0,0.09041591320072333,3.0,0.0013214403700033037,0.001377813297396925,2016.0,2023.0,Continuant,8.0,0.375
8818,Zhang Haobo,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
8819,Zhang Hejun,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2022.0,2022.0,Transient,1.0,1.0
8820,Zhang Henghui,7.0,16.0,0.21097046413502107,2.2857142857142856,0.0034137209558418678,0.008027158899545231,2019.0,2021.0,Terminator,3.0,2.3333333333333335
8821,Zhang Hongbo,2.0,1.0,0.06027727546714888,0.5,0.0015416804316705209,1.9063911517973674e-05,2021.0,2021.0,Transient,1.0,2.0
8822,Zhang Honghua,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
8823,Zhang Hongjuan,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
8824,Zhang Hongliang,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
8825,Zhang Hongyan,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2021.0,2021.0,Transient,1.0,1.0
8826,Zhang Hongyu,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,5.821323215873584e-07,2021.0,2023.0,Continuant,3.0,0.6666666666666666
8827,Zhang Hua,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8828,Zhang Huaiyu,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
8829,Zhang Hui,13.0,2.0,0.39180229053646776,0.15384615384615385,0.002863120801673825,0.0009785211024243958,2021.0,2023.0,Continuant,3.0,4.333333333333333
8830,Zhang Huihui,1.0,4.0,0.03013863773357444,4.0,0.0006607201850016519,0.0,2016.0,2016.0,Transient,1.0,1.0
8831,Zhang Huijuan,1.0,4.0,0.03013863773357444,4.0,0.00044048012333443455,0.0,2016.0,2016.0,Transient,1.0,1.0
8832,Zhang Huimin,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
8833,Zhang Hushan,1.0,0.0,0.03013863773357444,0.0,,,2021.0,2021.0,Transient,1.0,1.0
8834,Zhang Jia'En,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8835,Zhang Jiahui,2.0,0.0,0.06027727546714888,0.0,0.0014315604008369124,0.00045289894619496485,2021.0,2023.0,Continuant,3.0,0.6666666666666666
8836,Zhang Jian,4.0,1.0,0.12055455093429776,0.25,0.0023125206475057814,0.0034064887925012487,2019.0,2023.0,Continuant,5.0,0.8
8837,Zhang Jiangdong,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2022.0,2022.0,Transient,1.0,1.0
8838,Zhang Jiangong,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8839,Zhang Jianjian,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
8840,Zhang Jianzhe,1.0,0.0,0.03013863773357444,0.0,0.0023125206475057814,0.0,2021.0,2021.0,Transient,1.0,1.0
8841,Zhang Jiao,2.0,0.0,0.06027727546714888,0.0,0.0007708402158352604,4.860704636487683e-06,2022.0,2022.0,Transient,1.0,2.0
8842,Zhang Jiawei,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8843,Zhang Jie,2.0,1.0,0.06027727546714888,0.5,0.00044048012333443455,2.4255513399473267e-08,2017.0,2019.0,Terminator,3.0,0.6666666666666666
8844,Zhang Jim,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2019.0,2019.0,Transient,1.0,1.0
8845,Zhang Jin,11.0,5.0,0.33152501506931886,0.45454545454545453,0.0056161215725140405,0.0056545259248129255,2017.0,2022.0,Terminator,6.0,1.8333333333333333
8846,Zhang Jinchao,1.0,7.0,0.03013863773357444,7.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
8847,Zhang Jinfang,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
8848,Zhang Jingchao,1.0,5.0,0.03013863773357444,5.0,0.00044048012333443455,0.0,2015.0,2015.0,Transient,1.0,1.0
8849,Zhang Jingyi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
8850,Zhang Jingzhou,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
8851,Zhang Jinkui,6.0,1.0,0.18083182640144665,0.16666666666666666,0.0016518004625041295,0.0010193679622730572,2020.0,2020.0,Transient,1.0,6.0
8852,Zhang Jinyu,1.0,0.0,0.03013863773357444,0.0,,,2021.0,2021.0,Transient,1.0,1.0
8853,Zhang Juan,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8854,Zhang Jun,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
8855,Zhang Junchang,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2022.0,2022.0,Transient,1.0,1.0
8856,Zhang Junli,2.0,0.0,0.06027727546714888,0.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,2.0
8857,Zhang Ketao,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
8858,Zhang Kunyu,1.0,1.0,0.03013863773357444,1.0,0.001211320339169695,0.0,2020.0,2020.0,Transient,1.0,1.0
8859,Zhang Kuojun,7.0,10.0,0.21097046413502107,1.4285714285714286,0.0023125206475057814,0.0007739539995909505,2019.0,2022.0,Terminator,4.0,1.75
8860,Zhang Lan,10.0,7.0,0.3013863773357444,0.7,0.0025327607091729988,0.0030723863485579554,2019.0,2021.0,Terminator,3.0,3.3333333333333335
8861,Zhang Lanxin,3.0,0.0,0.09041591320072333,0.0,0.0016518004625041295,7.169243015369781e-05,2022.0,2023.0,Continuant,2.0,1.5
8862,Zhang Lei,3.0,12.0,0.09041591320072333,4.0,0.0019821605550049554,0.00528550453305411,2018.0,2021.0,Terminator,4.0,0.75
8863,Zhang Li,8.0,3.0,0.24110910186859552,0.375,0.0050655214183459975,0.006369784010116257,2018.0,2023.0,Continuant,6.0,1.3333333333333333
8864,Zhang Li'Na,2.0,0.0,0.06027727546714888,0.0,0.0014315604008369124,5.154296597388069e-07,2019.0,2023.0,Continuant,5.0,0.4
8865,Zhang Liang,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
8866,Zhang Lifan,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,2.1552756192103143e-05,2020.0,2020.0,Transient,1.0,2.0
8867,Zhang Ligang,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
8868,Zhang Liming,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
8869,Zhang Lin,10.0,32.0,0.3013863773357444,3.2,0.0023125206475057814,0.0013827159741588036,2019.0,2021.0,Terminator,3.0,3.3333333333333335
8870,Zhang Linping,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8871,Zhang Liwen,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8872,Zhang Lulu,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
8873,Zhang Lurong,1.0,0.0,0.03013863773357444,0.0,,,2021.0,2021.0,Transient,1.0,1.0
8874,Zhang Man,1.0,2.0,0.03013863773357444,2.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
8875,Zhang Meng,3.0,2.0,0.09041591320072333,0.6666666666666666,0.002092280585838564,4.787576335276985e-07,2020.0,2023.0,Continuant,4.0,0.75
8876,Zhang Mengqi,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
8877,Zhang Mengsi,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2020.0,2020.0,Transient,1.0,1.0
8878,Zhang Mengtian,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2017.0,2017.0,Transient,1.0,1.0
8879,Zhang Mengying,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8880,Zhang Miaomiao,2.0,0.0,0.06027727546714888,0.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,2.0
8881,Zhang Ming,5.0,8.0,0.1506931886678722,1.6,0.001211320339169695,0.0006036469619726912,2019.0,2021.0,Terminator,3.0,1.6666666666666667
8882,Zhang Mingjiong,1.0,6.0,0.03013863773357444,6.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
8883,Zhang Mingkun,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
8884,Zhang Mingsheng,1.0,5.0,0.03013863773357444,5.0,0.0005506001541680432,0.0,2016.0,2016.0,Transient,1.0,1.0
8885,Zhang Mingxuan,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
8886,Zhang Ning,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8887,Zhang Nong,6.0,11.0,0.18083182640144665,1.8333333333333333,0.00033036009250082593,1.2127756699736634e-08,2019.0,2020.0,Terminator,2.0,3.0
8888,Zhang Penglie,3.0,3.0,0.09041591320072333,1.0,0.0011012003083360864,2.813639554338899e-07,2017.0,2019.0,Terminator,3.0,1.0
8889,Zhang Pu,1.0,4.0,0.03013863773357444,4.0,0.0015416804316705209,0.0,2020.0,2020.0,Transient,1.0,1.0
8890,Zhang Qi,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2022.0,2022.0,Transient,1.0,1.0
8891,Zhang Qiangzu,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8892,Zhang Qing,5.0,13.0,0.1506931886678722,2.6,0.0035238409866754764,0.0025245181082075114,2018.0,2021.0,Terminator,4.0,1.25
8893,Zhang Qing Xiu,1.0,4.0,0.03013863773357444,4.0,0.0007708402158352604,0.0,2018.0,2018.0,Transient,1.0,1.0
8894,Zhang Qingjun,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8895,Zhang Qingru,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
8896,Zhang Qu,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8897,Zhang Rong,2.0,1.0,0.06027727546714888,0.5,0.002092280585838564,0.0029185658332354474,2018.0,2022.0,Terminator,5.0,0.4
8898,Zhang Rugang,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
8899,Zhang Ruixia,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
8900,Zhang Sen,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
8901,Zhang Shaogeng,1.0,5.0,0.03013863773357444,5.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
8902,Zhang Shasha,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
8903,Zhang Shenghua,1.0,21.0,0.03013863773357444,21.0,0.0006607201850016519,0.0,2014.0,2014.0,Transient,1.0,1.0
8904,Zhang Sheyu,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8905,Zhang Shile,3.0,2.0,0.09041591320072333,0.6666666666666666,0.0014315604008369124,0.0002265707506644798,2018.0,2021.0,Terminator,4.0,0.75
8906,Zhang Shilong,4.0,1.0,0.12055455093429776,0.25,0.0007708402158352604,0.00022666777271807768,2022.0,2022.0,Transient,1.0,4.0
8907,Zhang Shiquan,1.0,26.0,0.03013863773357444,26.0,0.0006607201850016519,0.0,2015.0,2015.0,Transient,1.0,1.0
8908,Zhang Shirong,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8909,Zhang Shiyue,6.0,28.0,0.18083182640144665,4.666666666666667,0.0005506001541680432,9.465165204700763e-06,2019.0,2020.0,Terminator,2.0,3.0
8910,Zhang Shoutao,3.0,77.0,0.09041591320072333,25.666666666666668,0.0008809602466688691,3.786285641657777e-05,2013.0,2019.0,Terminator,7.0,0.42857142857142855
8911,Zhang Shunlang,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
8912,Zhang Shuren,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2018.0,2018.0,Transient,1.0,1.0
8913,Zhang Shusheng,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8914,Zhang Siqi,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8915,Zhang Su-Hong,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
8916,Zhang Ting,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
8917,Zhang Tong,5.0,14.0,0.1506931886678722,2.8,0.0026428807400066074,0.0016114778531172496,2015.0,2022.0,Terminator,8.0,0.625
8918,Zhang Wanheng,4.0,5.0,0.12055455093429776,1.25,0.0019821605550049554,2.1427375718142165e-05,2020.0,2020.0,Transient,1.0,4.0
