,Application Year,Lens ID,Applicant
3532,2016,105-574-327-957-067,Shanghai Yunshun Biotechnology Co. Ltd.
3533,2022,002-029-744-051-209,Mereo Biopharma 5 Inc.
3534,2019,192-296-045-862-228,Torque Therapeutics Inc.
3535,2023,028-805-830-990-985,Sanyou Biopharmaceuticals Co. Ltd.
3536,2022,106-799-020-232-794,Mabwell Shanghai Biotechnology Co Ltd
3537,2018,168-023-361-702-96X,Beigene Switzerland Gmbh
3538,2018,136-232-786-461-647,Persongen Biotherapeutics Suzhou Co Ltd
3539,2023,176-161-037-978-046,Beigene Switzerland Gmbh
3540,2019,161-547-526-429-504,Hangzhou Kexing Biological Tech Co. Ltd.
3541,2019,184-473-893-356-250,Massachusetts General Hospital
3542,2020,195-455-721-072-884,H. Lee Moffitt Cancer Center And Research Institute Inc.
3543,2020,094-235-945-003-339,Guangdong First Condor Biotechnology Co. Ltd.
3544,2023,065-296-203-886-82X,Chineo Medical Tech Co. Ltd.
3545,2021,129-116-196-516-60X,Massachusetts General Hospital
3546,2021,129-116-196-516-60X,Monopteros Therapeutics Inc.
3547,2022,001-397-918-693-23X,Genmab As
3548,2022,001-397-918-693-23X,Biontech Se
3549,2017,025-526-269-942-847,Wuxi Biologics (Shanghai) Co. Ltd.
3550,2019,086-147-252-406-645,University Of Basel
3551,2017,043-808-836-680-432,Inserm
3552,2017,043-808-836-680-432,University Of Nice Sophia Antipolis
3553,2017,043-808-836-680-432,Chu De Nice
3554,2017,043-808-836-680-432,Centre National De La Recherche Scientifique (Cnrs)
3555,2020,062-414-874-451-371,I-Mab
3556,2022,176-542-691-610-560,Mereo Biopharma 5 Inc.
3557,2017,097-187-201-311-983,Biothera Inc
3558,2019,185-857-691-145-112,Seres Therapeutics Inc.
3559,2019,185-857-691-145-112,University Of Texas
3560,2022,196-572-767-503-490,Shanghai Hengrui Pharmaceutical Co. Ltd.
3561,2022,196-572-767-503-490,Jiangsu Hengrui Medicine Co. Ltd.
3562,2017,084-001-361-584-243,Wisconsin Alumni Research Foundation
3563,2021,039-022-380-911-44X,Sorrento Therapeutics Inc.
3564,2021,123-242-487-799-610,Beijing Xinnuo Weikang Tech Co. Ltd.
3565,2016,166-200-812-103-563,Memgen Llc
3566,2016,043-400-732-812-657,Macrogenics Inc
3567,2022,139-552-911-151-739,Viracta Subsidiary Inc.
3568,2018,023-498-441-790-964,Abclon Inc
3569,2017,128-098-971-921-129,Immunomedics Inc.
3570,2018,134-446-567-208-570,Zhong An Information Tech Service Co. Ltd.
3571,2020,017-219-571-744-50X,University Of California
3572,2020,016-295-626-801-726,Ose Immunotherapeutics
3573,2023,093-557-197-756-436,Msd International Business Gmbh
3574,2023,093-557-197-756-436,Surface Oncology Inc.
3575,2018,088-583-567-765-70X,University Of Colorado Regents
3576,2018,088-583-567-765-70X,Texas A&M University System
3577,2020,095-115-663-696-667,Massachusetts General Hospital
3578,2020,140-321-015-649-456,Fang Shubin
3579,2023,053-243-444-263-389,Genentech Inc.
3580,2021,180-368-276-204-446,Tcr2 Therapeutics Inc.
3581,2017,165-132-543-312-261,Viracta Therapeutics Inc.
3582,2021,026-390-195-639-410,Sun Rest On Rest Commemorative Hospital For Middle Mountain University
3583,2021,162-073-926-144-174,Astrazeneca Ab
3584,2019,097-134-049-885-552,"Hokkaido University, National University Corporation"
3585,2018,106-009-260-750-364,Glaxosmithkline Ip Development Ltd.
3586,2020,143-261-701-932-814,"2Nd Affiliated Hospital, Nanjing Medical University"
3587,2017,048-183-703-896-357,Gu Ventures Ab
3588,2021,056-841-831-764-019,Msd International Business Gmbh
3589,2021,056-841-831-764-019,Genexine Inc.
3590,2017,104-176-598-651-772,Novartis Ag
3591,2016,054-572-591-379-238,Celgene Corp.
3592,2022,149-163-964-988-333,Immunos Therapeutics Ag
3593,2022,079-323-498-621-878,Broad Institute Inc.
3594,2022,079-323-498-621-878,Massachusetts Institute Of Technology
3595,2020,011-863-623-697-688,University Of Freiburg Albert Ludwigs
3596,2020,188-480-575-295-924,Immunitybio Inc.
3597,2019,011-337-643-257-778,Institut Gustave Roussy
3598,2016,111-198-423-922-228,University Health Network
3599,2021,193-748-419-949-83X,B Cell Solutions Inc.
3600,2018,190-343-034-008-743,Imclone Llc
3601,2020,026-262-784-899-572,Novocure Gmbh
3602,2020,084-184-757-953-062,"Beijing Cancer Hospital, Peking University Cancer Hospital"
3603,2023,142-640-467-948-589,Enlivex Therapeutics Rdo Ltd.
3604,2016,145-949-100-591-012,Celgene Corp.
3605,2017,060-187-024-825-111,Affimed Gmbh
3606,2022,167-109-001-001-562,Shanghai Junshi Bioscience Co Ltd
3607,2023,052-053-037-449-131,Servier Pharmaceuticals Llc
3608,2023,052-053-037-449-131,Msd International Business Gmbh
3609,2023,052-053-037-449-131,Cloughesy Tim
3610,2020,061-782-698-695-221,Tesaro Inc.
3611,2017,030-993-685-801-422,Wuxi Biologics (Shanghai) Co. Ltd.
3612,2009,037-474-254-269-809,"Institute Of Biology And Physics, Ch"
3613,2015,079-062-297-100-15X,Immunid
3614,2017,164-193-786-825-46X,Bristol Myers Squibb Co.
3615,2021,079-247-720-041-443,Ludwig Institute For Cancer Research Ltd.
3616,2021,079-247-720-041-443,Memorial Sloan Kettering Cancer Center
3617,2021,079-247-720-041-443,Agenus Inc
3618,2023,129-390-141-666-450,Shanghai Jiaotong University School Of Medicine
3619,2020,089-016-317-261-301,Xiamen University
3620,2022,062-033-375-765-385,Genentech Inc.
3621,2022,062-033-375-765-385,Hoffmann La Roche
3622,2021,030-293-385-317-658,University Of Zhejiang
3623,2021,030-293-385-317-658,Zhejiang Propatin Health Science And Tech Limited Company
3624,2020,053-047-094-705-336,Biocad Joint Stock Co.
3625,2015,106-918-896-735-686,Novartis Ag
3626,2015,106-918-896-735-686,Dana-Farber Cancer Institute Inc.
3627,2015,106-918-896-735-686,Harvard College
3628,2022,078-471-622-478-254,Onconova Therapeutics Inc.
3629,2019,048-381-911-811-917,Pieris Pharmaceuticals Gmbh
3630,2019,121-770-949-099-536,Sinocelltech Ltd.
3631,2020,046-187-392-147-142,Bristol Myers Squibb Co.
3632,2017,141-583-904-084-084,Sanofi Sa
3633,2021,105-030-847-296-623,Genentech Inc.
3634,2021,131-725-524-741-01X,Jiangsu Mabwell Health Pharmaceutical R&D Co. Ltd.
3635,2021,131-725-524-741-01X,Mabwell Shanghai Biotechnology Co Ltd
3636,2022,171-435-598-424-389,Tufts College
3637,2016,163-735-494-220-458,Institut Gustave Roussy
3638,2020,039-753-666-452-735,Alteogen Inc
3639,2022,070-601-164-161-744,Elixiron Immunotherapeutics Hong Kong Ltd
3640,2022,070-601-164-161-744,Chen Hung Kai
3641,2018,033-700-725-361-79X,Zhong An Information Tech Service Co. Ltd.
3642,2022,028-889-978-969-809,Beijing Bailai Biotechnology Co. Ltd.
3643,2021,007-822-427-452-039,Medimmune Llc
3644,2023,046-787-669-363-630,Finlay William James Jonathan
3645,2023,046-787-669-363-630,Lockbody Therapeutics Ltd.
3646,2023,046-787-669-363-630,Gegenbauer Kristina
3647,2020,054-148-366-272-941,Beijing Jiermaidi Biopharmaceutical Tech Co. Ltd.
3648,2022,128-016-194-136-633,Sanyou Biopharmaceuticals Co. Ltd.
3649,2020,128-783-024-213-701,Olatec Therapeutics Llc
3650,2023,162-298-270-551-574,Lockbody Therapeutics Ltd.
3651,2018,158-305-319-012-271,Bristol Myers Squibb Co.
3652,2020,097-570-566-446-735,Modernatx Inc.
3653,2022,073-959-932-986-278,Shenzhen Chipscreen Biosciences Co. Ltd.
3654,2016,070-175-693-878-266,Pfizer
3655,2016,070-175-693-878-266,Merck Patent Gmbh
3656,2017,065-463-427-025-610,Fudan University
3657,2016,164-552-320-534-670,Macrogenics Inc
3658,2015,069-420-241-304-019,Altor Bioscience Corp.
3659,2021,050-584-255-060-757,University Of Washington
3660,2018,168-417-034-529-217,Shanghai Zhangjiang Biotechnology Co. Ltd.
3661,2019,030-600-099-548-428,Ibc Pharmaceuticals Inc.
3662,2015,068-819-282-014-649,Ibc Pharmaceuticals Inc.
3663,2020,043-402-188-269-898,Enzychem Lifesciences Corp.
3664,2013,124-343-120-722-931,H. Lee Moffitt Cancer Center And Research Institute Inc.
3665,2018,003-178-393-362-800,Duke University
3666,2019,136-627-420-419-088,Ose Immunotherapeutics
3667,2018,021-100-042-110-946,University Of Pennsylvania
3668,2021,103-858-980-123-040,Crown Bioscience Inc.
3669,2015,032-330-604-314-67X,Ibc Pharmaceuticals Inc.
3670,2022,163-829-705-837-851,Smt Bio Co Ltd
3671,2021,114-402-520-162-00X,University Of Virginia Patent Foundation
3672,2019,107-575-385-799-201,Beigene Ltd.
3673,2022,038-434-886-861-413,Shanghai Junshi Bioscience Co Ltd
3674,2022,137-861-951-203-034,Biohaven Therapeutics Ltd.
3675,2021,094-086-806-907-833,Monopteros Therapeutics Inc.
3676,2018,045-696-565-384-365,Beijing Dingchengtaiyuan Biotechnology Co. Ltd.
3677,2022,179-937-348-689-019,Idera Pharmaceuticals Inc.
3678,2019,066-428-786-359-906,Shanghai Yihao Biotechnology Co. Ltd.
3679,2020,057-353-375-194-609,Janssen Biotech Inc.
3680,2022,169-258-109-727-148,Idera Pharmaceuticals Inc.
3681,2020,121-627-808-457-385,Johns Hopkins University
3682,2018,129-532-959-234-655,Mayo Foundation
3683,2018,129-532-959-234-655,Ohio State Innovation Foundation
3684,2020,035-696-949-429-961,Wistar Institute
3685,2015,059-302-376-126-213,Oncoquest Inc.
3686,2017,022-471-137-321-470,Nant Holdings Ip Llc
3687,2017,022-471-137-321-470,Nantcell Inc.
3688,2008,028-513-404-269-496,Olive Daniel
3689,2008,028-513-404-269-496,University Of Aix-Marseille
3690,2008,028-513-404-269-496,Inserm
3691,2008,028-513-404-269-496,Truhneh Alemseged
3692,2008,028-513-404-269-496,Xerri Luc
3693,2020,179-457-927-163-262,Accure Health Inc.
3694,2008,020-921-759-401-435,Yan Luo
3695,2018,120-882-425-566-885,Novartis Ag
3696,2018,038-127-648-076-516,Aslan Pharmaceuticals Pte Ltd.
3697,2021,022-490-053-549-834,Actinium Pharmaceuticals Inc.
3698,2013,033-511-056-058-044,Ibc Pharmaceuticals Inc.
3699,2013,123-836-666-190-817,Ibc Pharmaceuticals Inc.
3700,2017,093-481-953-212-381,Vaximm Ag
3701,2019,129-837-405-396-465,Prolynx Llc
3702,2021,022-577-168-624-699,West China Hospital Sichuan University
3703,2018,038-376-363-488-637,Glaxosmithkline Ip Development Ltd.
3704,2018,038-376-363-488-637,University Of Texas
3705,2017,138-568-885-808-855,"National Center For Nanoscience And Technology, China"
3706,2023,109-991-482-936-840,Nouscom Ag
3707,2020,088-575-751-754-779,Shandong First Medical University & Shandong Academy Of Medical Sciences
3708,2023,120-922-150-642-95X,University Of China Pharma
3709,2022,165-040-291-502-924,Massachusetts General Hospital
3710,2014,190-371-211-697-075,Kurevak Ag
3711,2020,047-014-451-986-052,Shandong First Medical University & Shandong Academy Of Medical Sciences
3712,2022,074-081-073-978-037,Cedert Biopharma Inc.
3713,2015,174-353-661-477-804,Genentech Inc.
3714,2022,048-453-479-482-498,Actinium Pharmaceuticals Inc.
3715,2022,083-946-887-256-38X,Amgen Inc.
3716,2023,198-180-954-967-848,Massachusetts Institute Of Technology
3717,2023,013-547-728-964-015,Nantbio Inc.
3718,2019,029-634-966-142-080,Academisch Centrum Tandheelkunde Amsterdam
3719,2016,085-217-936-633-034,Apogenix Ag
3720,2018,110-343-021-641-628,Mayo Foundation
3721,2022,056-695-047-251-196,University Of California
3722,2016,124-730-750-764-861,Polynoma Llc
3723,2015,135-984-211-461-203,Medimmune Ltd.
3724,2019,053-667-025-450-269,University Of Ghent
3725,2021,133-057-197-538-875,Sqz Biotechnologies Co.
3726,2020,096-273-625-961-87X,Seagen Inc.
3727,2016,000-038-137-592-021,Johns Hopkins University
3728,2022,155-274-574-871-075,Minghui Pharmaceutical Shanghai Ltd.
3729,2022,155-274-574-871-075,Minghui Pharmaceutical Hangzhou Ltd.
3730,2018,111-753-398-188-585,Us Health
3731,2018,111-753-398-188-585,Ma Chi
3732,2018,111-753-398-188-585,Greten Tim F
3733,2019,012-643-016-640-85X,Sanofi Sa
3734,2019,170-649-015-173-74X,Personal Genome Diagnostics Inc.
3735,2022,080-466-065-402-809,University Of Lanzhou Second Hospital
3736,2022,080-466-065-402-809,Lanzhou Huazhi Tiancheng Biotechnology Co. Ltd.
3737,2014,080-693-189-020-669,Emc Corp
3738,2014,080-693-189-020-669,Emc Ip Holding Co. Llc
3739,2023,044-690-304-254-489,Brigham & Women'S Hospital Inc.
3740,2021,002-140-212-707-233,Sqz Biotechnologies Co.
3741,2023,113-679-498-940-025,Igm Biosciences Inc.
3742,2018,116-032-431-643-685,Nektar Therapeutics
3743,2018,116-032-431-643-685,Nouscom Ag
3744,2014,058-065-308-513-93X,Medimmune Ltd.
3745,2020,162-841-060-787-978,Anhui Anke Biotechnology Group Co. Ltd.
3746,2021,080-673-493-071-139,Sqz Biotechnologies Co.
3747,2022,153-444-991-034-389,Bristol Myers Squibb Co.
3748,2001,131-327-475-261-373,Ohga Manabu
3749,2021,048-166-671-691-503,Immune Targeting Inc.
3750,2021,031-810-922-728-196,Genentech Inc.
3751,2017,076-467-552-113-908,Boehringer Ingelheim International
3752,2018,050-720-169-894-900,Sanofi Sa
3753,2021,007-103-482-845-467,Corcept Therapeutics Inc.
3754,2019,041-126-087-226-484,Five Prime Therapeutics Inc.
3755,2022,117-561-297-513-168,Abvision Inc.
3756,2021,147-149-464-852-276,Eucure Beijing Biopharma Co. Ltd.
3757,2022,164-744-984-431-646,Bristol Myers Squibb Co.
3758,2019,159-998-330-780-563,Eli Lilly And Company
3759,2019,170-255-094-968-898,Medimmune Llc
3760,2000,089-427-585-706-780,Genetics Institute Llc
3761,2000,089-427-585-706-780,Dana-Farber Cancer Institute Inc.
3762,2019,030-815-987-554-998,Gigagen Inc
3763,2018,047-529-593-431-151,Beigene Ltd.
3764,2021,094-357-311-980-379,Pandion Operations Inc.
3765,2021,072-453-351-332-28X,Caris Mpi Inc.
3766,2019,085-333-104-970-642,Oncour Pharma Inc.
3767,2020,175-333-250-651-968,Vaccibody A/S
3768,2020,175-333-250-651-968,Nektar Therapeutics
3769,2023,151-470-917-731-107,University Of Utah Research Foundation
3770,2021,199-693-898-033-580,Anhui Biox Vision Biological Technology Co. Ltd.
3771,2016,029-884-928-190-454,Enb Therapeutics Inc
3772,2016,142-072-534-586-395,Bristol Myers Squibb Co.
3773,2017,074-313-881-836-416,Biodesix Inc.
3774,2022,093-796-048-544-323,Toagosei Co Ltd
3775,2016,151-366-100-227-539,Harvard University
3776,2016,151-366-100-227-539,Dara Farberg Cancer Research Company
3777,2016,151-366-100-227-539,Nohua Co Ltd
3778,2022,074-349-209-735-072,Amgen Inc.
3779,2021,137-797-785-594-098,Southern Hospital Of Southern Medical University
3780,2016,193-333-108-448-38X,Zakrytoe Aktsionernoe Obshchestvo Biokad
3781,2023,125-976-789-146-717,Bristol Myers Squibb Co.
3782,2020,041-989-822-977-748,Enb Therapeutics Inc
3783,2017,116-214-099-370-968,Taizhou Maibo Taike Pharmaceutical Co Ltd
3784,2012,012-683-204-215-558,Karin Jooss
3785,2012,012-683-204-215-558,Aduro Gvax Inc
3786,2012,012-683-204-215-558,Alan J Korman
3787,2012,012-683-204-215-558,Medarex Inc.
3788,2012,012-683-204-215-558,Betty Li
3789,2006,013-901-782-921-20X,Dana-Farber Cancer Institute Inc.
3790,2006,013-901-782-921-20X,Brigham And Women'S Hospital
3791,2016,065-918-668-734-619,Bristol Myers Squibb Co.
3792,2020,173-459-842-515-936,Enb Therapeutics Inc
3793,2019,081-076-522-189-816,Biolinerx Ltd.
3794,2018,077-547-378-858-635,Suzhou Suncadia Biopharmaceuticals Co. Ltd.
3795,2018,077-547-378-858-635,Jiangsu Hengrui Medicine Co. Ltd.
3796,2019,058-994-436-176-751,Transgene Sa
3797,2015,177-387-044-066-22X,University Of Tokyo
3798,2015,177-387-044-066-22X,Idac Theranostics Inc.
3799,2019,129-606-209-414-47X,Bristol Myers Squibb Co.
3800,2018,025-013-161-332-98X,Beigene Ltd.
3801,2018,187-156-361-081-428,Massachusetts General Hospital
3802,2021,039-059-046-076-396,Mabwell Shanghai Biotechnology Co Ltd
3803,2003,000-817-496-020-546,University Of Connecticut Health Center
3804,2016,087-394-469-872-537,Johns Hopkins University
3805,2019,006-030-349-060-539,University Of Louisville Research Foundation Inc.
3806,2019,097-623-014-824-300,Nanjing First Hospital
3807,2019,157-229-807-533-772,University Of Louvain
3808,2018,026-219-558-998-288,"Renji Hospital, Shanghai Jiaotong University School Of Medicine"
3809,2021,062-050-670-629-137,Xiamen University
3810,2019,176-422-821-690-25X,Amy Yee
3811,2019,176-422-821-690-25X,Eric Paulson
3812,2022,198-967-507-195-611,Genentech Inc.
3813,2022,198-967-507-195-611,Hoffmann La Roche
3814,2021,174-943-256-447-775,Qurebio Shanghai Co Ltd
3815,2020,083-549-024-262-515,Beigene Ltd.
3816,2020,091-738-159-030-386,University Of Texas
3817,2018,091-893-685-573-233,Suzhou Suncadia Biopharmaceuticals Co. Ltd.
3818,2018,091-893-685-573-233,Jiangsu Hengrui Medicine Co. Ltd.
3819,2020,147-601-048-835-467,"Agency For Science, Technology, And Research, Singapore"
3820,2019,080-527-844-407-613,Biokine Therapeutics Ltd
3821,2019,080-527-844-407-613,Biolinerx Ltd.
3822,2017,050-660-605-612-614,Geistlich Pharma Ag
3823,2017,102-877-449-542-563,Adaerata Lp
3824,2021,131-540-906-128-332,Procarim Ltd
3825,2016,068-936-719-075-202,Shenzhen Main Luck Pharmaceuticals Inc
3826,2021,117-090-381-515-280,"Cancer Hospital, Chinese Academy Of Medical Sciences"
3827,2022,023-376-364-084-20X,Shanghai Sunway Biotech Co. Ltd.
3828,2022,023-376-364-084-20X,Guangdong Techpool Bio Pharma Co Ltd
3829,2022,023-376-364-084-20X,Shanghai 6Th People'S Hospital
3830,2023,192-598-348-954-924,Dragonfly Therapeutics Inc
3831,2015,062-834-031-614-17X,National Taiwan University
3832,2015,062-834-031-614-17X,Academia Sinica
3833,2021,081-018-158-163-832,Medical College Of Wisconsin Inc.
3834,2011,072-385-224-945-604,Teva Pharma
3835,2023,137-654-422-217-244,Aloe Therapeutics Inc
3836,2009,031-725-295-956-846,Shanghai Antibodies National Engineering Research Center Co Ltd
3837,2019,048-352-192-545-655,Beijing Joinn Biotechnology Co. Ltd.
3838,2020,140-070-796-021-528,Fate Therapeutics Inc
3839,2017,064-318-794-037-536,University Of California
3840,2020,174-426-895-476-702,Fate Therapeutics Inc
3841,2020,100-489-331-607-133,Fifet Treat Company
3842,2022,164-873-158-959-861,Children'S National Medical Center
3843,2020,065-525-024-600-132,University Of Kyoto
3844,2020,065-525-024-600-132,Riken
3845,2021,197-794-900-807-89X,Bicycletx Ltd
3846,2021,051-980-705-407-262,Zhejiang Nanomab Technology Center Co Ltd
3847,2020,031-322-857-135-470,Fate Therapeutics Inc
3848,2021,157-295-946-660-232,Fate Therapeutics Inc
3849,2019,075-338-149-290-843,Fate Therapeutics Inc
3850,2019,078-584-348-987-005,Adaerata Lp
3851,2021,115-394-536-898-299,Fate Therapeutics Inc
3852,2015,096-872-012-674-514,Kathy A Green
3853,2022,190-275-814-983-935,Zhejiang Nanomab Technology Center Co Ltd
3854,2013,101-564-646-594-596,Dana-Farber Cancer Institute Inc.
3855,2020,015-960-208-845-110,Nanjing Genscript Biotech Co Ltd
3856,2019,043-540-354-071-55X,Fate Therapeutics Inc
3857,2021,071-513-613-787-109,Fate Therapeutics Inc
3858,2018,091-029-561-940-917,Fate Therapeutics Inc
3859,2021,080-980-137-884-133,Shandong First Medical University & Shandong Academy Of Medical Sciences
3860,2022,177-681-557-967-717,Fate Therapeutics Inc
3861,2023,136-039-650-915-457,Fate Therapeutics Inc
3862,2018,192-147-379-971-839,Ai Therapeutics Inc
3863,2020,120-143-959-551-654,Wuhan University
3864,2020,190-051-458-981-251,Wuhan University
3865,2021,184-833-939-577-478,Shenzhen Advanced Technology Research Institute
3866,2022,009-634-592-498-342,Fate Therapeutics Inc
3867,2021,143-246-837-740-461,Pharmassist Ltd
3868,2022,084-056-938-183-478,Wugen Inc
3869,2023,092-234-201-772-146,Suzhou Jiayu Biological Medicine Co Ltd
3870,2022,117-496-562-709-13X,Mabwell Shanghai Biotechnology Co Ltd
3871,2021,146-934-350-658-771,The First Affiliated Hospital Of Nanchang University
3872,2020,082-155-434-902-097,Fate Therapeutics Inc
3873,2022,142-215-199-351-710,Wisconsin Alumni Research Foundation
3874,2023,023-159-271-787-239,Fate Therapeutics Inc
3875,2023,044-410-782-582-277,Fate Therapeutics Inc
3876,2017,124-712-393-672-010,Glaxosmithkline Ip Development Ltd.
3877,2022,184-037-560-804-456,Fate Therapeutics Inc
3878,2021,039-555-571-165-963,Beijing Jingyi Taixiang Technology Development Co Ltd
3879,2021,039-555-571-165-963,Beijing Eastern Biotech Co. Ltd.
3880,2020,025-041-854-370-32X,Massachusetts General Hospital
3881,2020,025-041-854-370-32X,Dana-Farber Cancer Institute Inc.
3882,2020,025-041-854-370-32X,Harvard College
3883,2021,031-822-936-641-049,Bristol Myers Squibb Co.
3884,2018,103-069-740-897-993,Nektar Therapeutics
3885,2018,103-069-740-897-993,Bristol Myers Squibb Co.
3886,2017,191-722-239-293-708,Pfizer
3887,2019,188-517-304-076-46X,Bristol Myers Squibb Co.
3888,2020,189-879-977-241-970,Janssen Sciences Ireland Unlimited Co.
3889,2021,058-526-058-647-300,Fate Therapeutics Inc
3890,2021,155-295-728-470-251,Cttq Akeso Shanghai Biomedical Tech Co. Ltd.
3891,2021,014-021-732-016-253,Aim Immunotech Inc
3892,2021,008-580-653-144-533,Leidos Inc
3893,2021,090-659-227-816-320,Fate Therapeutics Inc
3894,2018,181-802-022-144-637,Harpoon Therapeutics Inc
3895,2018,122-267-241-650-650,Bristol Myers Squibb Co.
3896,2018,138-598-488-811-740,Xencor Inc.
3897,2017,144-115-895-476-722,Innovent Biologics (Suzhou) Co. Ltd.
3898,2017,144-115-895-476-722,Eli Lilly And Company
3899,2021,100-846-067-869-996,Fate Therapeutics Inc
3900,2021,152-715-012-094-552,Fate Therapeutics Inc
3901,2021,172-564-129-651-64X,Fate Therapeutics Inc
3902,2020,065-537-927-893-560,University Of Michigan Regents
3903,2020,192-000-971-890-900,La Jolla Institute For Immunology
3904,2020,192-000-971-890-900,University Of Southampton
3905,2022,043-206-439-255-696,Fate Therapeutics Inc
3906,2017,051-339-370-263-274,Bristol Myers Squibb Co.
3907,2021,151-312-655-074-712,Immodulon Therapeutics Ltd.
3908,2016,184-282-028-722-111,Batu Biologics Inc.
3909,2016,049-964-988-030-749,Efranat Ltd
3910,2019,029-518-540-868-724,Suzhou Suncadia Biopharmaceuticals Co. Ltd.
3911,2019,029-518-540-868-724,Jiangsu Hengrui Medicine Co. Ltd.
3912,2020,093-321-603-802-602,Hoffmann La Roche
3913,2021,134-038-547-184-038,Anke Life Science Co Ltd
3914,2019,056-339-004-835-748,Bristol Myers Squibb Co.
3915,2019,141-021-296-757-454,Olatec Therapeutics Llc
3916,1998,157-184-280-465-18X,University Of British Columbia
3917,2019,121-535-333-790-193,H. Lee Moffitt Cancer Center And Research Institute Inc.
3918,2019,121-535-333-790-193,Dynavax Technologies Corporation
3919,2019,121-535-333-790-193,University Of California
3920,2019,112-639-635-741-354,Biokine Therapeutics Ltd
3921,2019,112-639-635-741-354,Biolinerx Ltd.
3922,2019,172-722-167-594-835,Oncotracker Inc
3923,2021,125-732-003-419-162,Novartis Ag
3924,2021,125-732-003-419-162,University Of Pennsylvania
3925,2023,168-264-256-835-071,First Affiliated Hospital Of Anhui Medical University
3926,2023,133-191-404-776-225,"Cancer Hospital, Chinese Academy Of Medical Sciences"
3927,2021,077-895-844-210-811,West China Hospital Sichuan University
3928,2020,125-251-590-439-530,Allogene Therapeutics Inc
3929,2019,030-354-110-833-625,Novartis Ag
3930,2019,088-708-861-889-363,University Of Zhejiang
3931,2019,062-082-203-394-638,Incyte Corp.
3932,2019,062-082-203-394-638,Merck Sharp & Dohme Corp.
3933,2018,145-044-059-935-322,Institute Of Microbiology Cas
3934,2020,130-440-970-750-180,Hrain Biotechnology Co Ltd
3935,2022,084-157-052-743-387,Chengdu Jinxin Reproductive Medicine And Genetics Institute
3936,2022,080-306-217-568-240,Brigham & Women'S Hospital Inc.
3937,2023,098-538-652-050-645,University Of South China Technology
3938,2023,098-538-652-050-645,Guangzhou Biolight Biotechnology Co Ltd
3939,2022,042-789-336-776-14X,University Of Nantong
3940,2015,085-007-520-226-528,Changchun Genescience Pharmaceuticals Co Ltd
3941,1997,099-616-911-548-104,Chemo Sero Therapeutic Research Institute
3942,2022,193-467-445-331-485,Fate Therapeutics Inc
3943,2018,167-231-499-302-846,Regeneron Pharmaceuticals Inc.
3944,2017,196-059-821-170-539,Tesaro Inc.
3945,2017,196-059-821-170-539,Anaptysbio Inc
3946,2021,125-127-435-743-18X,Iovance Biotherapeutics Inc.
3947,2019,146-284-209-903-377,Immvira Co Ltd
3948,2019,150-496-020-223-174,Nanjing Leads Biolabs Co Ltd
3949,2020,006-406-861-283-339,Imunami Laboratories Pte Ltd
3950,2019,144-277-553-690-800,Immvira Co Ltd
3951,2021,095-690-273-222-213,Bioxcel Therapeutics Inc.
3952,2019,088-473-375-804-340,Aim Immunotech Inc
3953,2020,139-851-242-835-497,Imunami Laboratories Pte Ltd
3954,2022,069-281-508-547-419,G1 Therapeutics Inc.
3955,2019,079-656-681-699-61X,Tcrcure Biopharma Corp.
3956,2018,103-674-962-619-310,Icahn School Of Medicine At Mount Sinai
3957,2018,103-674-962-619-310,Stichting Katholieke Universiteit
3958,2021,006-540-040-877-671,Fate Therapeutics Inc
3959,2022,075-334-645-079-918,Medannex Ltd
3960,2020,142-827-200-295-38X,Children'S National Medical Center
3961,2021,112-940-366-398-852,Korea Advanced Institute Of Science And Technology
3962,2021,009-045-478-299-627,Genentech Inc.
3963,2022,180-772-061-368-448,University Of South Florida
3964,2022,063-952-691-872-91X,Bioxcel Therapeutics Inc.
3965,2016,073-856-851-066-566,Merck Sharp & Dohme Corp.
3966,2023,119-309-668-347-890,Arcus Biosciences Inc
3967,2023,119-309-668-347-890,Gilead Sciences Inc.
3968,2020,015-428-506-177-922,Biothera Inc
3969,2015,039-338-240-061-050,Immunomedics Inc.
3970,2022,169-460-981-847-109,Korea Research Institute Of Bioscience And Biotechnology
3971,2009,024-018-645-003-193,Bristol Myers Squibb Co.
3972,2020,039-799-176-457-676,Nanjing Genscript Biotech Co Ltd
3973,2021,177-594-823-580-115,Beijing Oriental Baitai Biotechnology Co Ltd
3974,2012,171-333-827-463-422,Merck Sharp & Dohme Corp.
3975,2023,035-049-303-445-400,Beijing Coal Mining Machinery Co.
3976,2012,009-074-996-109-347,Xu Quanjun
3977,2012,009-074-996-109-347,Long Yuan
3978,2012,009-074-996-109-347,Wen Zunli
3979,2021,175-626-955-847-417,Regeneron Pharmaceuticals Inc.
3980,2018,140-646-781-478-559,Suzhou Lihao Biotechnology Co Ltd
3981,2022,036-012-930-198-581,Novartis Ag
3982,2007,191-790-238-860-058,Gomez-Navarro Jesus
3983,2007,191-790-238-860-058,Pfizer Productions Inc.
3984,2017,131-607-687-087-502,Millennium Pharmaceuticals Inc.
3985,2020,156-325-970-963-557,"Federal State Budgetary Scientific Institution ""Tomsk National Research Medical Center"""
3986,2021,182-503-871-167-653,Medicenna Therapeutics Inc.
3987,2018,094-302-942-549-747,Aratinga Bio Aio
3988,2018,127-306-751-162-420,Singapore Health Services Pte Ltd
